789
0	9.459286e-01	4.367621e-01	1.398632e+00
1	3.131325e-01	4.286994e-01	1.108451e+00
2	4.730430e-01	4.930719e-01	2.925745e+00
3	4.770058e-01	6.162018e-01	2.732291e+00
4	5.040503e-01	4.473779e-01	1.257938e+00
5	5.112186e-01	4.103745e-01	2.424524e+00
6	4.674839e-01	6.490865e-01	1.383000e+00
7	5.038287e-01	4.705330e-01	2.705911e+00
8	5.026121e-01	4.874709e-01	2.442110e+00
9	4.797914e-01	5.250647e-01	2.233024e+00
10	4.653396e-01	5.077112e-01	2.376649e+00
11	4.764056e-01	5.411845e-01	1.556913e+00
12	4.519409e-01	5.909717e-01	2.950171e+00
13	4.548841e-01	4.701291e-01	1.066439e+00
14	4.810659e-01	5.175754e-01	1.626282e+00
15	5.980870e-01	5.725410e-01	1.306790e+00
16	4.784680e-01	5.253259e-01	2.902296e+00
17	4.373325e-01	6.292209e-01	1.195408e+00
18	4.994014e-01	5.618268e-01	1.785540e+00
19	4.645590e-01	5.635513e-01	1.248168e+00
20	5.033645e-01	5.589443e-01	1.863703e+00
21	4.138313e-01	4.345135e-01	2.671715e+00
22	4.775736e-01	5.268113e-01	2.487054e+00
23	4.021060e-01	6.936832e-01	1.946751e+00
24	4.132002e-01	5.708157e-01	1.303859e+00
25	3.724932e-01	6.891438e-01	2.152907e+00
26	4.696170e-01	5.162286e-01	1.388862e+00
27	4.769879e-01	5.619400e-01	1.591109e+00
28	4.783754e-01	5.898117e-01	2.205667e+00
29	4.850708e-01	4.865195e-01	2.181241e+00
30	5.875589e-01	5.631865e-01	1.475818e+00
31	3.952030e-01	4.573652e-01	2.309233e+00
32	4.926780e-01	5.271423e-01	2.073766e+00
33	4.680089e-01	3.349141e-01	2.331705e+00
34	4.601984e-01	5.602815e-01	1.126038e+00
35	5.169091e-01	5.259742e-01	2.235955e+00
36	6.296552e-01	7.054012e-01	2.805569e+00
37	4.736087e-01	4.932983e-01	2.555447e+00
38	4.899474e-01	5.001830e-01	2.559355e+00
39	4.758679e-01	5.353737e-01	1.895945e+00
40	4.841297e-01	5.792830e-01	1.282364e+00
41	5.086944e-01	4.153696e-01	2.750855e+00
42	4.770757e-01	5.350328e-01	2.412799e+00
43	4.565699e-01	5.098999e-01	2.557401e+00
44	4.776719e-01	5.132771e-01	1.648754e+00
45	4.990392e-01	6.241845e-01	1.721055e+00
46	5.013159e-01	4.202513e-01	2.588666e+00
47	4.656398e-01	5.150556e-01	1.525647e+00
48	4.808496e-01	5.175452e-01	2.751832e+00
49	5.212931e-01	5.867082e-01	2.625794e+00
50	4.903019e-01	6.165259e-01	1.663410e+00
51	4.794713e-01	5.264877e-01	2.560332e+00
52	4.921115e-01	5.062086e-01	1.696629e+00
53	5.023013e-01	5.072682e-01	1.506106e+00
54	4.831409e-01	5.293001e-01	2.675623e+00
55	4.357536e-01	5.914058e-01	2.497802e+00
56	4.348536e-01	6.168124e-01	1.031265e+00
57	5.146010e-01	4.434343e-01	2.361993e+00
58	5.200267e-01	4.203729e-01	1.866634e+00
59	7.237032e-01	7.649010e-01	2.930630e+00
60	5.723877e-01	8.211977e-01	1.503175e+00
61	4.761956e-01	5.059611e-01	2.449927e+00
62	4.634141e-01	5.134458e-01	2.831949e+00
63	4.859350e-01	4.862335e-01	2.317049e+00
64	4.799678e-01	5.583805e-01	2.353200e+00
65	4.799439e-01	5.254764e-01	2.575965e+00
66	5.933341e-01	5.573462e-01	2.922814e+00
67	5.001931e-01	4.575564e-01	2.289692e+00
68	5.064239e-01	5.479760e-01	2.766488e+00
69	5.044592e-01	3.940607e-01	1.522716e+00
70	4.968028e-01	5.306986e-01	2.769419e+00
71	4.888908e-01	4.978048e-01	1.110405e+00
72	4.981336e-01	4.777981e-01	1.412311e+00
73	7.093378e-01	4.615400e-01	1.951637e+00
74	4.558524e-01	4.241135e-01	1.449438e+00
75	2.553317e-01	5.072019e-01	2.176356e+00
76	4.904940e-01	6.218268e-01	1.212995e+00
77	5.138314e-01	5.446878e-01	1.872496e+00
78	4.762473e-01	5.229854e-01	1.606742e+00
79	4.797708e-01	5.297125e-01	1.183683e+00
80	4.687265e-01	6.205603e-01	2.736199e+00
81	4.782067e-01	5.266938e-01	1.617489e+00
