789
0	9.351614e-01	4.384964e-01	1.398632e+00
1	3.573883e-01	4.495332e-01	1.108451e+00
2	4.909568e-01	5.762116e-01	2.925745e+00
3	4.703635e-01	5.897218e-01	2.732291e+00
4	5.035740e-01	3.713707e-01	1.257938e+00
5	4.991439e-01	4.276595e-01	2.424524e+00
6	4.817508e-01	5.568740e-01	1.383000e+00
7	4.593186e-01	5.622079e-01	2.705911e+00
8	4.572641e-01	5.305884e-01	2.442110e+00
9	4.737813e-01	5.191391e-01	2.233024e+00
10	4.789167e-01	4.564397e-01	2.376649e+00
11	4.789738e-01	5.167440e-01	1.556913e+00
12	4.999219e-01	4.692914e-01	2.950171e+00
13	5.087145e-01	5.886941e-01	1.066439e+00
14	4.798848e-01	5.279911e-01	1.626282e+00
15	6.257417e-01	5.942510e-01	1.306790e+00
16	4.789952e-01	5.203597e-01	2.902296e+00
17	4.591223e-01	6.558176e-01	1.195408e+00
18	4.544445e-01	4.748168e-01	1.785540e+00
19	4.854742e-01	5.083286e-01	1.248168e+00
20	4.595510e-01	5.244725e-01	1.863703e+00
21	4.252981e-01	4.108472e-01	2.671715e+00
22	4.811843e-01	5.146836e-01	2.487054e+00
23	4.141773e-01	6.431509e-01	1.946751e+00
24	3.696435e-01	6.274557e-01	1.303859e+00
25	4.083824e-01	6.558965e-01	2.152907e+00
26	4.928768e-01	5.065259e-01	1.388862e+00
27	4.830300e-01	4.657324e-01	1.591109e+00
28	4.802767e-01	4.949296e-01	2.205667e+00
29	4.759349e-01	5.545954e-01	2.181241e+00
30	5.897975e-01	5.782429e-01	1.475818e+00
31	4.263445e-01	4.385858e-01	2.309233e+00
32	4.805654e-01	4.607714e-01	2.073766e+00
33	4.713483e-01	3.922495e-01	2.331705e+00
34	4.876210e-01	5.111758e-01	1.126038e+00
35	3.923412e-01	5.167243e-01	2.235955e+00
36	6.098258e-01	6.779136e-01	2.805569e+00
37	5.437042e-01	5.863522e-01	2.555447e+00
38	4.672045e-01	5.418949e-01	2.559355e+00
39	4.827238e-01	4.971321e-01	1.895945e+00
40	4.736012e-01	4.782916e-01	1.282364e+00
41	4.926390e-01	4.124571e-01	2.750855e+00
42	4.806960e-01	5.111584e-01	2.412799e+00
43	4.901798e-01	5.227539e-01	2.557401e+00
44	4.866987e-01	6.255839e-01	1.648754e+00
45	4.675671e-01	6.179403e-01	1.721055e+00
46	4.901109e-01	4.490377e-01	2.588666e+00
47	4.741789e-01	5.092780e-01	1.525647e+00
48	4.735312e-01	5.270432e-01	2.751832e+00
